timestamp_us,ecg,leads,ir,red,accX,accY,accZ,gyroX,gyroY,gyroZ,temp
1918484,1776,1,183584,214295,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1948956,1754,1,183672,214779,0.07,-0.80,9.70,-0.03,-0.01,-0.00,30.31
1989196,1777,1,183842,215272,0.06,-0.81,9.93,-0.04,-0.01,-0.01,30.31
2029186,1795,1,184066,215955,0.09,-0.82,9.94,-0.03,-0.01,-0.01,30.31
2069189,1806,1,184345,216817,0.09,-0.81,9.96,-0.03,-0.01,-0.01,30.31
2109190,1822,1,184587,217662,0.06,-0.81,9.93,-0.03,-0.01,-0.00,30.31
2149189,1826,1,184975,218705,0.07,-0.82,9.94,-0.03,-0.01,-0.00,30.31
2189186,1836,1,185217,218958,0.06,-0.79,9.99,-0.04,-0.01,-0.00,30.31
2229189,1835,1,184706,216810,0.09,-0.84,9.93,-0.03,-0.02,-0.00,30.31
2269185,1822,1,184018,215989,0.06,-0.82,9.96,-0.03,0.00,-0.01,30.31
2309169,1838,1,183792,215506,0.07,-0.83,9.96,-0.03,-0.01,-0.01,30.31
2349186,1855,1,183730,215213,0.09,-0.80,9.96,-0.04,-0.01,-0.01,30.31
2389190,1847,1,183626,215256,0.07,-0.81,9.96,-0.03,-0.01,-0.00,30.31
2429186,1855,1,183767,215687,0.07,-0.81,9.94,-0.03,-0.01,-0.01,30.31
2469190,1853,1,184087,216195,0.07,-0.82,9.93,-0.03,-0.01,-0.01,30.31
2509185,1863,1,184086,216423,0.06,-0.81,9.96,-0.03,-0.01,-0.01,30.31
2549189,1867,1,184250,216883,0.06,-0.83,9.96,-0.04,-0.01,-0.00,30.31
2589186,1866,1,184371,217522,0.06,-0.81,9.95,-0.04,-0.01,-0.01,30.31
2629189,1861,1,184542,218319,0.09,-0.83,9.96,-0.04,-0.01,-0.01,30.31
2669186,1862,1,184826,219151,0.05,-0.82,9.96,-0.04,-0.01,-0.01,30.31
2709190,1846,1,185017,219821,0.06,-0.82,9.95,-0.03,-0.01,-0.01,30.31
2749186,1856,1,185217,220489,0.06,-0.82,9.96,-0.03,-0.01,-0.01,30.31
2789190,1854,1,185308,220844,0.06,-0.83,9.95,-0.03,-0.01,-0.01,30.31
2829186,1846,1,185353,220802,0.06,-0.85,9.97,-0.03,-0.01,-0.01,30.31
2869190,1851,1,185290,220141,0.07,-0.81,9.94,-0.03,-0.01,-0.00,30.31
2909195,1830,1,184736,217726,0.09,-0.82,9.96,-0.03,-0.01,-0.00,30.31
2949190,1823,1,183737,215361,0.06,-0.82,9.95,-0.03,-0.01,-0.00,30.31
2989872,1819,1,183206,213995,0.06,-0.81,9.93,-0.03,-0.01,-0.01,30.59
3028196,1828,1,183105,213823,0.07,-0.81,9.95,-0.03,-0.01,-0.01,30.59
3068186,1837,1,183364,215102,0.09,-0.83,9.97,-0.03,-0.01,-0.00,30.59
3108193,1840,1,183802,216550,0.08,-0.82,9.96,-0.03,-0.01,-0.01,30.59
3148186,1843,1,184283,218066,0.07,-0.82,9.97,-0.03,-0.02,-0.01,30.59
3188190,1841,1,184924,219978,0.08,-0.82,9.96,-0.03,-0.03,-0.00,30.59
3228186,1838,1,185744,221386,0.07,-0.83,9.96,-0.03,-0.02,-0.01,30.59
3268190,1823,1,186303,221890,0.08,-0.82,9.95,-0.04,-0.03,-0.00,30.59
3308186,1821,1,186562,221853,0.11,-0.82,9.92,-0.04,-0.03,-0.01,30.59
3348190,1819,1,186782,222270,0.10,-0.83,9.94,-0.04,-0.00,-0.01,30.59
3388185,1826,1,186851,222781,0.09,-0.81,9.94,-0.03,0.00,-0.01,30.59
3428170,1840,1,186909,223094,0.09,-0.83,9.97,-0.03,-0.01,-0.00,30.59
3468186,1846,1,186952,223199,0.09,-0.83,9.97,-0.03,-0.01,-0.01,30.59
3508190,1853,1,186962,223311,0.10,-0.83,9.96,-0.03,-0.01,-0.00,30.59
3548186,1859,1,187206,222842,0.09,-0.83,9.98,-0.03,-0.02,-0.00,30.59
3588190,1869,1,186945,221196,0.10,-0.81,9.97,-0.03,-0.01,-0.01,30.59
3628186,1855,1,186683,220575,0.09,-0.82,9.96,-0.03,-0.01,-0.00,30.59
3668190,1857,1,186575,220235,0.10,-0.81,9.95,-0.03,-0.01,-0.00,30.59
3708186,1859,1,186560,219856,0.10,-0.80,9.97,-0.03,-0.02,-0.01,30.59
3748190,1865,1,186305,219146,0.08,-0.82,9.98,-0.03,-0.01,-0.00,30.59
3788186,1861,1,186054,218446,0.09,-0.81,9.98,-0.03,-0.01,-0.00,30.59
3828189,1847,1,185884,217879,0.12,-0.79,9.92,-0.03,-0.02,-0.00,30.59
3868186,1846,1,185837,217541,0.11,-0.80,9.95,-0.03,-0.01,-0.00,30.59
3908189,1854,1,185843,217312,0.10,-0.82,9.94,-0.03,-0.01,-0.00,30.59
3948186,1855,1,185766,217127,0.11,-0.80,9.96,-0.03,-0.01,-0.01,30.59
3988189,1849,1,185643,216787,0.12,-0.83,9.95,-0.03,-0.01,-0.01,30.59
4028889,1825,1,185612,216742,0.11,-0.81,9.95,-0.03,-0.01,-0.01,30.65
4069189,1837,1,185577,217242,0.10,-0.81,9.94,-0.04,-0.00,-0.01,30.65
4109186,1830,1,185826,218623,0.11,-0.81,9.97,-0.04,0.01,-0.01,30.65
4149193,1822,1,186474,221649,0.11,-0.82,9.92,-0.03,0.07,-0.01,30.65
4189167,1818,1,187770,225731,-0.05,-0.79,10.10,-0.03,0.04,-0.01,30.65
4229190,1822,1,188207,224798,0.05,-0.81,9.92,-0.04,-0.01,-0.01,30.65
4269187,1809,1,187074,222869,0.01,-0.82,9.99,-0.04,-0.01,-0.01,30.65
4309190,1808,1,186512,222368,0.04,-0.81,9.96,-0.04,-0.02,-0.01,30.65
4349186,1806,1,186466,222525,0.06,-0.82,9.95,-0.04,-0.03,-0.00,30.65
4389189,1826,1,186356,222464,0.05,-0.84,9.97,-0.03,-0.03,-0.01,30.65
4429186,1825,1,186385,222712,0.06,-0.82,9.96,-0.03,-0.02,-0.00,30.65
4469190,1839,1,186628,223359,0.05,-0.80,9.95,-0.03,-0.01,-0.00,30.65
4509186,1845,1,186953,224345,0.07,-0.82,9.95,-0.03,-0.03,-0.00,30.65
4549190,1857,1,187453,225315,0.06,-0.81,9.99,-0.03,-0.01,-0.00,30.65
4589186,1872,1,187686,225413,0.10,-0.80,9.94,-0.03,-0.02,-0.00,30.65
4629189,1893,1,187630,224819,0.08,-0.81,9.93,-0.03,-0.01,-0.00,30.65
4669186,1906,1,187461,224301,0.08,-0.79,9.94,-0.03,-0.01,-0.00,30.65
4709189,1920,1,187317,223731,0.07,-0.80,9.98,-0.03,-0.01,-0.00,30.65
4749186,1936,1,187123,222661,0.08,-0.81,9.96,-0.03,0.00,-0.00,30.65
4789170,1952,1,186835,221870,0.08,-0.79,9.95,-0.03,0.01,-0.00,30.65
4829167,1967,1,186725,221823,0.06,-0.81,9.93,-0.03,0.00,-0.00,30.65
4869169,1987,1,186892,221755,0.08,-0.80,9.93,-0.03,0.01,-0.00,30.65
4909167,1984,1,186604,219657,0.03,-0.79,9.97,-0.03,0.02,-0.00,30.65
4949170,2005,1,185441,216680,0.05,-0.79,9.96,-0.03,0.00,-0.00,30.65
4989167,2017,1,184742,215382,0.05,-0.78,9.93,-0.03,-0.01,-0.01,30.65
5029876,2011,1,184610,215138,0.03,-0.79,9.94,-0.03,-0.01,-0.01,30.87
5068187,2030,1,184569,214829,0.02,-0.78,9.98,-0.04,-0.02,-0.00,30.87
5108190,2016,1,184520,215145,0.04,-0.80,9.97,-0.03,-0.02,-0.01,30.87
5148186,2013,1,184675,215687,0.04,-0.80,9.97,-0.04,-0.02,-0.01,30.87
5188190,1993,1,184882,216218,0.03,-0.81,9.96,-0.03,-0.02,-0.00,30.87
5228186,1982,1,185033,216644,0.06,-0.79,9.96,-0.03,-0.02,-0.00,30.87
5268190,1959,1,185336,217301,0.04,-0.80,9.98,-0.03,-0.02,-0.00,30.87
5308186,1940,1,185542,217498,0.06,-0.78,9.95,-0.03,-0.01,-0.00,30.87
5348190,1917,1,185562,216970,0.06,-0.79,9.96,-0.03,-0.00,-0.00,30.87
5388186,1898,1,185144,215699,0.05,-0.79,9.93,-0.03,-0.00,-0.00,30.87
5428190,1882,1,185237,215313,0.05,-0.80,9.93,-0.03,-0.01,-0.00,30.87
5468186,1843,1,185733,215159,0.05,-0.79,9.93,-0.03,0.00,-0.00,30.87
5508169,1826,1,185984,214789,0.02,-0.79,9.95,-0.03,0.01,-0.00,30.87
5548167,1796,1,185743,212621,0.04,-0.79,9.94,-0.03,0.01,-0.00,30.87
5588170,1781,1,184226,206750,-0.01,-0.79,9.96,-0.03,0.00,-0.00,30.87
5628186,1776,1,181915,200913,-0.00,-0.79,9.97,-0.03,-0.01,-0.01,30.87
5668204,1761,1,180607,197395,0.03,-0.80,9.93,-0.03,-0.01,-0.00,30.87
5708186,1757,1,179856,196422,0.01,-0.79,9.95,-0.03,-0.01,-0.01,30.87
5748189,1734,1,179594,195338,0.01,-0.78,9.90,-0.03,-0.01,-0.01,30.87
