timestamp_us,ecg,leads,ir,red,accX,accY,accZ,gyroX,gyroY,gyroZ,temp
2418559,1737,1,204430,241360,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2448959,1724,1,204412,241635,0.01,-0.82,9.67,-0.03,-0.01,-0.01,30.97
2489199,1746,1,204508,241938,0.03,-0.83,9.96,-0.03,-0.01,-0.01,30.97
2529189,1763,1,204599,242063,0.01,-0.85,9.94,-0.03,-0.01,-0.01,30.97
2569192,1776,1,204632,242020,0.00,-0.83,9.98,-0.03,-0.01,-0.00,30.97
2609188,1791,1,204639,241971,0.03,-0.81,9.92,-0.03,-0.01,-0.00,30.97
2649192,1795,1,204660,241342,0.03,-0.83,9.96,-0.03,-0.01,-0.00,30.97
2689188,1801,1,204053,239284,0.01,-0.82,9.96,-0.03,-0.01,-0.00,30.97
2729192,1807,1,203138,236809,0.01,-0.86,9.95,-0.03,-0.01,-0.01,30.97
2769189,1815,1,202454,235580,-0.00,-0.81,9.96,-0.03,-0.01,-0.00,30.97
2809206,1823,1,202570,236454,0.02,-0.82,9.94,-0.03,-0.02,-0.00,30.97
2849189,1821,1,202857,237310,0.01,-0.81,9.96,-0.03,-0.01,-0.01,30.97
2889192,1826,1,203125,238244,0.02,-0.83,9.94,-0.03,-0.01,-0.00,30.97
2929189,1833,1,203440,238943,0.04,-0.84,9.96,-0.03,-0.01,-0.01,30.97
2969192,1829,1,203623,239512,0.01,-0.82,9.93,-0.04,-0.01,-0.01,30.97
3009189,1835,1,203777,240153,-0.01,-0.84,9.98,-0.04,-0.00,-0.01,30.97
3049207,1837,1,203991,240717,0.02,-0.82,9.94,-0.03,-0.01,-0.01,30.97
3089189,1837,1,204112,241037,0.01,-0.83,9.96,-0.03,-0.01,-0.00,30.97
3129192,1831,1,204189,241119,0.04,-0.83,9.96,-0.03,-0.02,-0.01,30.97
3169189,1826,1,204225,241033,0.01,-0.83,9.97,-0.03,-0.02,-0.00,30.97
3209192,1838,1,204268,241056,0.01,-0.84,9.94,-0.03,-0.02,-0.00,30.97
3249188,1840,1,204327,241127,0.03,-0.81,9.93,-0.03,-0.02,-0.00,30.97
3289192,1827,1,204398,241234,0.02,-0.84,9.96,-0.03,-0.02,-0.00,30.97
3329188,1825,1,204492,240994,0.07,-0.81,9.95,-0.03,-0.01,-0.00,30.97
3369192,1819,1,204002,239079,0.04,-0.82,9.96,-0.03,-0.01,-0.00,30.97
3409189,1815,1,203331,237267,0.03,-0.80,9.97,-0.04,-0.01,-0.00,30.97
3449196,1812,1,202831,236115,0.02,-0.85,9.94,-0.03,-0.01,-0.01,30.97
3489875,1806,1,202803,236310,0.04,-0.83,9.96,-0.03,-0.01,-0.00,31.25
3528192,1827,1,202899,236480,0.03,-0.82,9.95,-0.03,-0.01,-0.00,31.25
3568188,1818,1,203051,237142,0.04,-0.82,9.96,-0.03,-0.01,-0.01,31.25
3608192,1820,1,203362,237981,0.02,-0.82,9.96,-0.03,-0.01,-0.01,31.25
3648210,1818,1,203597,238502,0.03,-0.80,9.93,-0.03,-0.01,-0.01,31.25
3688192,1818,1,203709,238850,0.02,-0.81,9.95,-0.03,-0.01,-0.01,31.25
3728189,1818,1,203801,239139,0.03,-0.84,9.94,-0.03,-0.01,-0.01,31.25
3768192,1821,1,203890,239436,0.03,-0.81,9.94,-0.03,-0.01,-0.00,31.25
3808188,1819,1,204029,239812,0.02,-0.82,9.98,-0.04,-0.01,-0.01,31.25
3848192,1817,1,204167,240368,0.02,-0.82,9.93,-0.04,-0.01,-0.01,31.25
3888189,1829,1,204352,240916,0.03,-0.83,9.96,-0.04,-0.00,-0.01,31.25
3928192,1813,1,204556,241540,0.00,-0.83,9.97,-0.03,-0.01,-0.01,31.25
3968189,1810,1,204720,242021,0.02,-0.83,9.98,-0.03,-0.01,-0.01,31.25
4008192,1821,1,204806,241584,0.03,-0.83,9.98,-0.03,-0.01,-0.00,31.25
4048188,1808,1,204065,239824,0.03,-0.82,9.93,-0.03,-0.01,-0.01,31.25
4088192,1821,1,203607,239106,0.02,-0.83,9.93,-0.03,-0.01,-0.01,31.25
4128189,1818,1,203396,238932,0.02,-0.82,9.95,-0.03,-0.01,-0.01,31.25
4168192,1813,1,203414,238925,0.02,-0.84,9.97,-0.03,-0.01,-0.00,31.25
4208189,1819,1,203365,238815,0.00,-0.82,9.96,-0.03,-0.01,-0.01,31.25
4248192,1822,1,203487,239199,0.00,-0.82,9.94,-0.03,-0.01,-0.00,31.25
4288188,1819,1,203623,239442,0.02,-0.85,9.94,-0.03,-0.01,-0.00,31.25
4328192,1824,1,203617,239397,-0.00,-0.81,9.95,-0.03,-0.01,-0.01,31.25
4368205,1811,1,203613,239263,0.02,-0.82,9.94,-0.03,-0.01,-0.00,31.25
4408192,1814,1,203627,239555,0.04,-0.80,9.93,-0.03,-0.01,-0.01,31.25
