timestamp_us,ecg,leads,ir,red,accX,accY,accZ,gyroX,gyroY,gyroZ,temp
1922492,1327,1,183503,229488,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1952966,981,1,183997,231923,-0.16,-1.75,10.77,-0.08,0.15,0.00,28.63
1993184,944,1,184091,231483,0.94,-0.79,7.43,0.00,-0.06,-0.02,28.63
2033176,1093,1,184884,232706,0.36,-1.70,11.73,-0.08,0.10,-0.01,28.63
2073198,1290,1,184307,231035,0.46,-1.05,7.77,0.01,-0.10,-0.01,28.63
2113176,1457,1,184189,230696,0.52,-1.57,11.16,-0.03,-0.02,-0.01,28.63
2153199,1591,1,183785,229467,1.52,-0.60,7.95,0.01,-0.16,0.01,28.63
2193166,1593,1,184049,227882,1.02,-2.18,9.99,-0.07,-0.04,0.05,28.63
2233209,1535,1,183621,229560,0.48,-1.01,8.54,-0.04,0.32,0.13,28.63
2273166,1477,1,185080,234173,0.71,-2.43,12.12,-0.03,0.22,-0.17,28.63
2313178,1611,1,186577,238119,1.41,1.00,10.47,0.05,-0.04,-0.49,28.63
2353166,1767,1,187872,237256,-0.00,-1.75,11.98,-0.07,0.00,-0.25,28.63
2393199,1859,1,185636,233408,0.79,-0.30,11.84,-0.01,-0.15,-0.03,28.63
2433198,1926,1,184286,231941,0.63,-1.83,12.39,-0.07,-0.06,-0.02,28.63
2473198,1987,1,183800,231227,0.60,-0.40,9.33,-0.06,-0.16,-0.02,28.63
2513195,2019,1,184213,231984,0.11,-1.65,12.92,-0.12,0.10,-0.01,28.63
2553178,2035,1,184131,232169,0.92,-0.03,7.19,-0.00,-0.16,-0.02,28.63
2593195,1983,1,185026,232279,-0.17,-1.20,10.73,-0.14,0.12,-0.02,28.63
2633199,1973,1,184138,233827,0.96,-1.15,5.67,-0.01,-0.13,-0.01,28.63
2673198,1878,1,186672,234602,0.94,-3.62,11.31,-0.11,0.11,-0.20,28.63
2713178,1875,1,185740,237379,0.14,-0.87,6.85,0.05,-0.04,-0.08,28.63
2753176,1813,1,186657,233856,1.43,-0.62,10.87,-0.09,-0.08,-0.21,28.63
2793198,1886,1,185050,232723,-0.10,-2.14,8.77,0.01,-0.06,0.00,28.63
2833176,1905,1,184540,230854,0.62,-1.07,8.66,-0.01,-0.24,0.00,28.63
2873178,1932,1,184398,230788,-0.65,-3.65,13.15,-0.05,0.40,0.49,28.63
2913179,1895,1,184298,230234,0.75,-1.32,6.84,0.04,-0.25,-0.00,28.63
2951178,1876,1,184482,231587,0.14,-1.86,11.68,-0.03,0.17,0.02,28.63
2991856,2064,1,184594,231534,0.45,-1.35,7.99,0.02,0.02,-0.01,28.25
3032169,2121,1,184514,231300,0.65,-1.46,9.40,0.01,-0.04,-0.00,28.25
3072190,2229,1,184418,231227,0.35,-1.23,7.95,-0.00,-0.05,-0.01,28.25
3112199,2156,1,184230,230441,0.92,-0.89,9.34,-0.01,-0.04,-0.02,28.25
3152196,2117,1,184123,230465,0.62,-0.57,9.68,0.00,0.05,-0.01,28.25
3192169,2132,1,184259,231638,0.34,-1.03,9.35,-0.01,0.05,-0.01,28.25
3232176,2038,1,185040,233340,0.66,-0.94,10.78,-0.02,0.07,-0.01,28.25
3271178,2080,1,185713,235379,0.37,-1.45,10.39,-0.01,0.05,-0.01,28.25
3311178,1965,1,186293,235251,0.35,-0.94,10.19,-0.02,-0.00,-0.01,28.25
