timestamp_us,ecg,leads,ir,red,accX,accY,accZ,gyroX,gyroY,gyroZ,temp
2419483,1859,1,198633,250050,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2449950,1877,1,198736,250367,0.35,-0.75,9.72,-0.04,-0.00,-0.01,31.13
2490196,1883,1,198769,250565,0.38,-0.78,9.99,-0.03,-0.01,-0.00,31.13
2530184,1899,1,198832,250681,0.40,-0.82,9.91,-0.03,-0.01,-0.00,31.13
2570184,1895,1,198829,250627,0.38,-0.81,9.99,-0.03,-0.01,-0.01,31.13
2610184,1907,1,198752,250015,0.39,-0.76,9.96,-0.03,-0.01,-0.01,31.13
2650184,1920,1,198227,248889,0.39,-0.76,9.90,-0.03,-0.01,-0.01,31.13
2690184,1930,1,198114,248683,0.39,-0.80,9.96,-0.03,-0.00,-0.01,31.13
2730184,1930,1,197994,247861,0.40,-0.77,9.93,-0.03,-0.02,-0.01,31.13
2770184,1936,1,197608,247013,0.39,-0.77,9.96,-0.03,-0.02,-0.01,31.13
2810184,1936,1,197738,248045,0.33,-0.80,10.04,-0.03,-0.01,-0.01,31.13
2850183,1937,1,198118,248712,0.36,-0.82,9.99,-0.03,-0.01,-0.00,31.13
2890184,1933,1,198212,248894,0.40,-0.80,9.87,-0.03,-0.01,-0.00,31.13
2930182,1935,1,198356,249618,0.44,-0.74,9.93,-0.04,-0.00,-0.01,31.13
2970184,1942,1,198648,250236,0.37,-0.78,9.94,-0.04,0.00,-0.01,31.13
3010163,1936,1,198783,250460,0.34,-0.81,10.01,-0.04,-0.00,-0.01,31.13
3050183,1938,1,198844,250460,0.37,-0.77,10.01,-0.03,-0.01,-0.00,31.13
3090184,1947,1,198907,250617,0.40,-0.79,9.95,-0.03,-0.01,-0.01,31.13
3130184,1949,1,199040,250797,0.37,-0.78,9.94,-0.03,-0.00,-0.01,31.13
3170184,1941,1,199076,250692,0.37,-0.79,9.92,-0.03,-0.01,-0.01,31.13
3210184,1937,1,198950,250522,0.36,-0.79,9.95,-0.03,-0.02,-0.00,31.13
3250183,1933,1,198835,249777,0.40,-0.78,9.97,-0.04,-0.01,-0.01,31.13
3290184,1925,1,198211,248199,0.39,-0.79,9.95,-0.03,-0.01,-0.00,31.13
3330195,1927,1,197753,247543,0.34,-0.79,9.97,-0.03,-0.01,-0.01,31.13
3370184,1925,1,197752,247797,0.38,-0.79,9.92,-0.03,-0.02,-0.00,31.13
3410184,1920,1,197780,248097,0.41,-0.78,9.93,-0.03,-0.01,-0.00,31.13
3450184,1920,1,197879,248445,0.40,-0.78,9.95,-0.03,-0.01,-0.01,31.13
3490868,1905,1,198143,249152,0.39,-0.78,9.93,-0.04,-0.01,-0.01,31.07
3529217,1936,1,198375,249470,0.40,-0.78,9.94,-0.03,-0.01,-0.01,31.07
3569183,1929,1,198367,249504,0.36,-0.77,9.94,-0.03,-0.01,-0.01,31.07
3609185,1936,1,198335,249550,0.40,-0.76,9.93,-0.03,-0.01,-0.00,31.07
3649183,1925,1,198391,249578,0.40,-0.78,9.96,-0.03,-0.01,-0.01,31.07
3689184,1933,1,198439,249725,0.38,-0.76,9.95,-0.03,-0.01,-0.00,31.07
