timestamp_us,ecg,leads,ir,red,accX,accY,accZ,gyroX,gyroY,gyroZ,temp,time_sec,ecg_filtered,ppg_filtered,accel_magnitude,gyro_magnitude,ecg_norm,ppg_norm
1947954,1919.0,1,183071,217287,0.21,-0.63,9.919999999999998,-0.03,-0.01,-0.01,31.43,0.030466,-0.22533394538034282,36.58378574508327,9.94220297519619,0.033166247903554,-0.040659957920524216,0.09556013386137918
1988200,1920.0,1,182911,216039,0.22,-0.67,9.94,-0.03,-0.01,-0.0,31.43,0.070712,-1.09751019967611,-247.0874478599128,9.964983692911895,0.03162277660168379,-0.16669224430769802,-0.5651979972287183
2028200,1929.0,1,182314,214551,0.22,-0.64,9.95,-0.03,-0.01,-0.0,31.43,0.110712,1.9077530999225263,-509.80537333718576,9.972988518994693,0.03162277660168379,0.26757801124942626,-1.1771493862932634
2068188,1933.0,1,181989,213952,0.22,-0.64,9.98,-0.03,-0.01,-0.01,31.43,0.1507,7.216592611393798,-718.1540694663814,10.00291957380444,0.033166247903554,1.03472247132595,-1.6624580068391335
2108188,1947.0,1,181926,213798,0.22,-0.64,9.96,-0.03,-0.01,-0.0,31.43,0.1907,13.95020188497486,-833.0122766783405,9.982965491275626,0.03162277660168379,2.007750764870282,-1.9299983329175006
2148188,1946.0,1,181848,213632,0.22,-0.69,9.96,-0.03,-0.01,-0.01,31.43,0.2307,13.663075973406912,-830.6922538412075,9.98629560948403,0.033166247903554,1.9662601430634215,-1.9245942814228572
2188188,1948.0,1,181822,213786,0.23,-0.64,9.95,-0.03,-0.01,-0.01,31.43,0.2707,11.23919602374714,-719.2234134723643,9.973214125847294,0.033166247903554,1.6160016597820668,-1.664948840110827
2228200,1954.0,1,181983,214428,0.23,-0.64,9.97,-0.03,-0.01,-0.01,31.43,0.310712,14.087951660792895,-536.6355683191854,9.993167665960579,0.033166247903554,2.0276560524886493,-1.2396452173572445
2268188,1955.0,1,182131,214818,0.21,-0.66,9.95,-0.03,-0.01,-0.0,31.43,0.3507,15.566395421371364,-333.39463978481325,9.974076398343858,0.03162277660168379,2.241295952133714,-0.7662341689659683
2308188,1957.0,1,182224,215021,0.23,-0.68,9.98,-0.03,-0.01,-0.01,31.43,0.3907,10.221226569232478,-150.55350554473804,10.005783327656061,0.033166247903554,1.4689017849656172,-0.34034055750765824
2348188,1946.0,1,182264,215383,0.21,-0.65,9.96,-0.03,-0.01,-0.01,31.43,0.4307,3.581631885417224,-5.401578201767035,9.983396215717375,0.033166247903554,0.5094589033647738,-0.0022367779442377823
2388189,1959.0,1,182368,215683,0.24,-0.65,9.98,-0.03,-0.01,-0.0,31.43,0.470701,7.199405888664084,110.02734221523404,10.004024190294624,0.03162277660168379,1.0322389343683,0.266632915888341
2428188,1954.0,1,182437,216034,0.2,-0.66,9.97,-0.03,-0.01,-0.01,31.43,0.5107,7.8833404812146215,219.51264051786504,9.993823092290558,0.033166247903554,1.1310696925021868,0.5216580735996944
2468188,1957.0,1,182545,216291,0.21,-0.65,9.95,-0.03,-0.01,-0.01,31.43,0.5507,2.1360437045091727,346.6054415190682,9.973419674314322,0.033166247903554,0.30056674112489973,0.8176965565905254
2508188,1960.0,1,182571,216544,0.23,-0.66,9.97,-0.03,-0.01,-0.01,31.43,0.5907,9.713902227639053,495.8072394158539,9.994468470108854,0.033166247903554,1.3955917786498477,1.165233738562389
2548189,1968.0,1,182631,216755,0.21,-0.64,9.97,-0.03,-0.01,-0.01,31.43,0.630701,11.891786424827655,638.2618213424685,9.99272735543205,0.033166247903554,1.7103030809883917,1.4970545655205485
2588188,1958.0,1,182680,217073,0.22,-0.65,9.98,-0.03,-0.01,-0.01,31.43,0.6707,3.2372647938267605,714.9773810595556,10.003564364765191,0.033166247903554,0.45969674612203676,1.6757488561611644
2628189,1962.0,1,182751,217151,0.2,-0.68,9.97,-0.03,-0.01,-0.01,31.43,0.710701,6.2068681408546045,665.605252615104,9.995163830573263,0.033166247903554,0.8888140233300955,1.560745882809546
2668188,1965.0,1,182541,215833,0.22,-0.64,9.99,-0.03,-0.01,-0.01,31.43,0.7507,6.160349676804174,469.75172118066786,10.012896683777377,0.033166247903554,0.8820919549928542,1.1045423694909702
2708189,1958.0,1,181930,214504,0.23,-0.65,9.95,-0.03,-0.01,-0.0,31.43,0.790701,2.7425442929238333,169.48643618931456,9.973860837208427,0.03162277660168379,0.38820803550385047,0.405131555004253
2748188,1966.0,1,181699,213987,0.23,-0.65,9.97,-0.03,-0.01,-0.01,31.43,0.8307,5.243558284435701,-148.18823335341628,9.993813086104822,0.033166247903554,0.7496126370210808,-0.3348311062573654
2788189,1958.0,1,181571,213512,0.21,-0.67,9.98,-0.03,-0.01,-0.0,31.43,0.870701,1.65592476857673,-396.47326234793053,10.004668910063941,0.03162277660168379,0.23118800381657714,-0.9131638108153101
2828188,1957.0,1,181404,213032,0.2,-0.67,9.99,-0.03,-0.01,-0.0,31.43,0.9107,-2.350312214860511,-527.9074430479585,10.014439574933787,0.03162277660168379,-0.3477261827879871,-1.2193147112680485
2868188,1953.0,1,181225,213029,0.24,-0.65,9.94,-0.03,-0.01,-0.0,31.43,0.9507,-6.321643492328971,-545.5181515528193,9.964120633553168,0.03162277660168379,-0.921596382114136,-1.2603355038629285
2908188,1943.0,1,181363,213488,0.21,-0.63,9.95,-0.03,-0.01,-0.0,31.43,0.9907,-12.614367146957365,-488.42670096136226,9.972136180377802,0.03162277660168379,-1.8309152794003742,-1.1273518392360002
2948189,1945.0,1,181508,213793,0.21,-0.66,9.97,-0.03,-0.01,-0.0,31.43,1.030701,-17.50141460637524,-405.9856546699401,9.994028216890325,0.03162277660168379,-2.5371094253191813,-0.9353211176842859
2988873,1931.0,1,181538,213736,0.23,-0.67,9.95,-0.03,-0.01,-0.01,31.71,1.071385,-20.782621329091572,-333.7159435502158,9.975184208825418,0.033166247903554,-3.0112543969761014,-0.7669825849150992
3027227,1953.0,1,181523,213787,0.23,-0.66,9.97,-0.03,-0.01,-0.01,31.71,1.109739,-10.987041804062121,-280.7545347560023,9.994468470108854,0.033166247903554,-1.595761510135603,-0.6436190663445407
3067187,1951.0,1,181593,214124,0.2,-0.65,9.97,-0.03,-0.01,-0.01,31.71,1.149699,1.5624674658712574,-232.02609428159255,9.993167665960579,0.033166247903554,0.21768312165367132,-0.5301154415686834
3107189,1963.0,1,181803,214610,0.22,-0.64,9.97,-0.03,-0.01,-0.01,31.71,1.189701,-0.0450790425153334,-160.05607668218852,9.992942509591456,0.033166247903554,-0.014612542127350034,-0.3624749877970391
3147188,1951.0,1,181924,214860,0.22,-0.67,9.96,-0.03,-0.01,-0.0,31.71,1.2297,2.0630514014837473,-40.09620372023191,9.984933650255268,0.03162277660168379,0.29001911752972653,-0.08305130264988246
3187188,1968.0,1,182021,215189,0.22,-0.64,9.95,-0.03,-0.01,-0.0,31.71,1.2697,8.008277634855695,132.4508779299054,9.972988518994693,0.03162277660168379,1.1491235148236902,0.31886427316403115
3227188,1951.0,1,182168,215752,0.21,-0.65,9.94,-0.03,-0.01,-0.01,31.71,1.3097,1.2175407405686525,325.1594115390232,9.963443179945374,0.033166247903554,0.1678400955315843,0.7677421128183065
3267189,1953.0,1,182441,216342,0.24,-0.64,9.96,-0.03,-0.01,-0.01,31.71,1.349701,-2.9000550100304214,466.64598843907237,9.983426265566347,0.033166247903554,-0.4271657926820716,1.097308156363602
3307188,1948.0,1,182475,216385,0.21,-0.67,9.97,-0.03,-0.01,-0.01,31.71,1.3897,-2.7988713815258137,475.3329552643348,9.994693592101761,0.033166247903554,-0.4125444314806216,1.1175427916889973
3347189,1946.0,1,182471,215551,0.22,-0.66,9.96,-0.03,-0.01,-0.01,31.71,1.429701,-6.2228678318565205,311.4775781430557,9.984267624618242,0.033166247903554,-0.9073229800724834,0.7358728867790034
3387188,1951.0,1,182013,214216,0.23,-0.67,9.97,-0.03,-0.01,-0.01,31.71,1.4697,0.038805019203771794,16.127319845300025,9.99513381601267,0.033166247903554,-0.0024910242141640126,0.04791069121302519
3427189,1953.0,1,181685,213629,0.23,-0.65,9.97,-0.03,-0.01,-0.01,31.71,1.509701,3.3940798084974184,-298.9755106674357,9.993813086104822,0.033166247903554,0.4823570223465246,-0.6860613606754536
3467188,1951.0,1,181610,213507,0.23,-0.66,9.97,-0.03,-0.01,-0.0,31.71,1.5497,0.5931776561684714,-509.66057388322196,9.994468470108854,0.03162277660168379,0.07761761277637512,-1.1768121035333299
3507188,1953.0,1,181616,213350,0.2,-0.65,9.96,-0.03,-0.01,-0.01,31.71,1.5897,5.372162935016774,-545.3674335482372,9.983190872661908,0.033166247903554,0.7681964244985827,-1.2599844349661506
3547189,1949.0,1,181737,213901,0.23,-0.66,9.93,-0.03,-0.01,-0.01,31.71,1.629701,-0.7334224334907027,-418.1217374721379,9.954566791176802,0.033166247903554,-0.11408038587663281,-0.9635898120077334
3587189,1936.0,1,182029,214854,0.22,-0.66,9.96,-0.03,-0.01,-0.0,31.71,1.669701,-10.062051710146493,-200.9601744900653,9.984267624618242,0.03162277660168379,-1.4620974533036455,-0.45775329599199177
3627188,1946.0,1,182293,215485,0.22,-0.63,9.98,-0.03,-0.01,-0.01,31.71,1.7097,-2.916604518989054,21.72958322814691,10.002284738998386,0.033166247903554,-0.42955725019122565,0.060960097159766205
3667192,1943.0,1,182437,215908,0.21,-0.66,9.96,-0.03,-0.01,-0.0,31.71,1.749704,-2.1939133246005493,196.33155742609677,9.984052283516949,0.03162277660168379,-0.3251260378851711,0.4676621539369708
3707188,1941.0,1,182554,216355,0.23,-0.68,9.93,-0.03,-0.01,-0.0,31.71,1.7897,-6.764848834430945,312.6608849293067,9.955912816010393,0.03162277660168379,-0.9856409858613725,0.7386291746501881
3747189,1944.0,1,182691,216890,0.22,-0.68,9.96,-0.03,-0.01,-0.0,31.71,1.829701,-1.1112647436429934,390.5735648091984,9.985609645885424,0.03162277660168379,-0.16867982034616624,0.9201119287927695
3787188,1943.0,1,182893,217446,0.21,-0.67,9.94,-0.03,-0.01,-0.01,31.71,1.8697,-3.292454859908661,459.078083988928,9.964767935080074,0.033166247903554,-0.483868838671406,1.0796801637850209
3827189,1937.0,1,182971,217812,0.2,-0.64,10.000000000000004,-0.03,-0.01,-0.0,31.71,1.909701,-8.846124253506607,540.6573571880274,10.022454789122277,0.03162277660168379,-1.2863920076595154,1.2697035489894064
