timestamp_us,ecg,leads,ir,red,accX,accY,accZ,gyroX,gyroY,gyroZ,temp,time_sec,ecg_filtered,ppg_filtered,accel_magnitude,gyro_magnitude,ecg_norm,ppg_norm
1949960,1823,1,196444.0,218238,0.7649999999999999,-0.32,9.930000000000001,-0.03,-0.01,-0.0,31.61,0.030474,-6.280837647135861,14.062057667685098,9.964563462590824,0.03162277660168379,-0.1225776147173389,0.025436004802842156
1990198,1856,1,196799.0,218370,0.7649999999999999,-0.34,9.98,-0.03,-0.01,-0.0,31.61,0.070712,23.456417042272925,101.13332960962396,10.015049924987894,0.03162277660168379,0.40895608727678956,0.13676932371557682
2030187,1940,1,196587.0,216298,0.7649999999999999,-0.33,9.97,-0.03,-0.01,-0.0,31.61,0.110701,93.984327846081,-106.74386299149053,10.004750121817137,0.03162277660168379,1.6695957096966594,-0.1290319820696031
2070211,1940,1,195435.0,212048,0.77,-0.33,9.97,-0.03,-0.01,-0.0,31.61,0.150725,98.77564181935796,-661.1737800677694,10.00513368226532,0.03162277660168379,1.7552372687521813,-0.8379514844029912
2110187,1940,1,194454.375,209609,0.78,-0.33,9.95,-0.03,-0.01,-0.0,31.61,0.190701,83.37441706860866,-1330.476520629918,9.985980172221453,0.03162277660168379,1.479950592409291,-1.69375264364024
2150190,1940,1,194454.375,208841,0.78,-0.34,9.97,-0.03,-0.01,0.0,31.61,0.230704,87.24769650472396,-1782.0159355138678,10.006243051215577,0.03162277660168379,1.5491828930718452,-2.271111634243553
2190188,1940,1,194454.375,208802,0.7649999999999999,-0.34,9.96,-0.03,-0.01,-0.0,31.61,0.270702,78.0972794891167,-1820.6927679318603,9.995120059308944,0.03162277660168379,1.3856252586534916,-2.320565604790786
2230191,1940,1,194454.375,210327,0.7649999999999999,-0.32,9.97,-0.03,-0.01,-0.0,31.61,0.310705,77.33238250058265,-1499.6535567500362,10.004425270848897,0.03162277660168379,1.3719532323616876,-1.9100701556622532
2270188,1940,1,194951.0,212914,0.79,-0.34,9.95,-0.03,-0.01,-0.0,31.61,0.350702,74.83796749728452,-1050.0952987603719,9.98710168166921,0.03162277660168379,1.3273672187951775,-1.3352443630633832
2310191,1940,1,195657.0,213008,0.7649999999999999,-0.33,9.96,-0.03,-0.01,-0.0,31.61,0.390705,72.29939411733321,-716.3495746718107,9.994784890131454,0.03162277660168379,1.281991903537517,-0.9085017841736378
2350188,1940,1,194927.0,212015,0.77,-0.35,10.01,-0.03,-0.01,-0.0,31.61,0.430702,73.35225579644765,-625.7709280804457,10.04567070931553,0.03162277660168379,1.3008111076581572,-0.7926837752858745
2390191,1940,1,194863.0,211989,0.79,-0.35,9.96,-0.03,-0.01,-0.0,31.61,0.470705,71.66536937514006,-763.8121371592863,9.997409664508103,0.03162277660168379,1.2706591318377196,-0.9691895918509773
2430188,1940,1,194904.0,211228,0.78,-0.35,9.96,-0.03,-0.01,-0.0,31.61,0.510702,75.36873732043888,-1026.6340462919236,9.996624430276453,0.03162277660168379,1.3368543773091235,-1.305245730392625
2470191,1940,1,194581.0,210347,0.7649999999999999,-0.33,9.95,-0.03,-0.01,-0.0,31.61,0.550705,74.69266425678465,-1274.8071288543385,9.98481972796705,0.03162277660168379,1.3247700197550742,-1.6225712079037615
2510188,1940,1,194454.375,209500,0.7649999999999999,-0.32,9.99,-0.03,-0.01,-0.0,31.61,0.590702,80.50802358346712,-1351.1581582311198,10.02435658783146,0.03162277660168379,1.4287157102238897,-1.7201971333477937
2550191,1940,1,194454.375,209928,0.79,-0.34,9.98,-0.03,-0.01,-0.0,31.61,0.630705,83.08140971085103,-1095.1023595247034,10.016990566033293,0.03162277660168379,1.4747132802496081,-1.392792453698162
2590187,1940,1,195175.0,212544,0.79,-0.35,9.97,-0.03,-0.01,0.0,31.61,0.670701,86.19710043878499,-397.8843994890126,10.007372282472558,0.03162277660168379,1.5304041852838697,-0.5012976154454134
2630191,1940,1,196278.0,216317,0.79,-0.33,9.98,-0.03,-0.01,0.0,31.61,0.710705,98.21907567828673,710.8387778386812,10.016656128668888,0.03162277660168379,1.7452890181669132,0.9163666535419032
2670188,1940,1,197587.0,220313,0.78,-0.31,9.95,-0.03,-0.01,0.0,31.61,0.750702,92.343831142971,2008.004285381784,9.985339253125053,0.03162277660168379,1.640272919317365,2.5749819225389694
2710171,1940,1,198586.0,222449,0.77,-0.35,9.99,-0.03,-0.01,-0.0,31.61,0.790685,116.60141151849419,3114.847698503288,10.025741867812078,0.03162277660168379,2.0738610777768676,3.9902426388598213
