timestamp_us,ecg,leads,ir,red,accX,accY,accZ,gyroX,gyroY,gyroZ,temp,time_sec,ecg_filtered,ppg_filtered,accel_magnitude,gyro_magnitude,ecg_norm,ppg_norm
1948955,1810.0,1,202724,244840,0.26,-0.06,9.915000000000003,-0.03,-0.01,-0.01,30.699999999999996,0.030471,0.9018676809078824,-9.76057539693715,9.91858986953287,0.033166247903554,0.0665610578304338,-0.010310013512070844
1989196,1812.0,1,202789,245261,0.24,-0.06,9.94,-0.03,-0.01,-0.01,30.699999999999996,0.070712,7.918497482152395,72.50182832645768,9.943077994263144,0.033166247903554,0.520078234324535,0.13859182984518797
2029166,1805.0,1,202769,245517,0.22,-0.07,9.94,-0.03,-0.01,-0.01,30.699999999999996,0.110682,2.1894685840749477,149.4880840617218,9.942680725035878,0.033166247903554,0.14978464844255493,0.27794340326504
2069169,1787.0,1,202784,246021,0.21,-0.08,9.94,-0.03,-0.01,-0.01,30.699999999999996,0.150685,-8.025855481604175,233.22445764380618,9.942539916942753,0.033166247903554,-0.5104789052107007,0.4295132555677935
2109166,1788.0,1,202875,246424,0.21,-0.1,9.99,-0.03,-0.01,-0.0,30.699999999999996,0.190682,-7.209395352813943,347.1744946237788,9.99270734085613,0.03162277660168379,-0.4577073178792327,0.6357723701688945
2149189,1780.0,1,202952,246865,0.23,-0.08,9.97,-0.03,-0.01,-0.0,30.699999999999996,0.230705,-7.9191040553688286,496.29918979772225,9.972973478356392,0.03162277660168379,-0.5035790677125922,0.9057005633220272
2189186,1776.0,1,203028,247334,0.26,-0.09,9.98,-0.03,-0.01,-0.0,30.699999999999996,0.270702,-10.626311807592849,634.5894888198593,9.983791864817697,0.03162277660168379,-0.6785584026283116,1.1560175916459468
2229190,1775.0,1,202876,247517,0.26,-0.06,9.99,-0.03,-0.01,-0.01,30.699999999999996,0.310706,-6.966152243017749,662.5719687347721,9.993562928205336,0.033166247903554,-0.4419853927554577,1.2066682248932832
2269186,1776.0,1,202817,247779,0.26,-0.07,9.93,-0.03,-0.01,-0.01,30.699999999999996,0.350702,-2.6628328247370026,473.3638928118644,9.933649883099363,0.033166247903554,-0.1638419923747265,0.8641857540706026
2309189,1776.0,1,202555,247083,0.22,-0.06,10.0,-0.03,-0.01,-0.01,30.699999999999996,0.390705,0.03469977420166039,29.31770329499634,10.002599662087851,0.033166247903554,0.010511992718583055,0.060424945218569226
2349166,1766.0,1,201640,244040,0.19,-0.11,9.99,-0.03,-0.01,-0.01,30.699999999999996,0.430682,-6.351231131014001,-584.7791862938526,9.992412121204769,0.033166247903554,-0.402240202488602,-1.0511418790041192
2389169,1755.875,1,200714,242907,0.22,-0.1,9.94,-0.03,-0.01,-0.01,30.699999999999996,0.470685,-14.008916653155058,-1182.8859864621857,9.942937191795993,0.033166247903554,-0.8971917696733488,-2.133765301595023
2429186,1755.875,1,200688,242962,0.2,-0.09,9.96,-0.03,-0.01,-0.0,30.699999999999996,0.510702,-11.509544279879753,-1569.5853892738996,9.962414366005865,0.03162277660168379,-0.7356457947760938,-2.8337236215272665
2469189,1755.875,1,200620,242587,0.21,-0.07,9.99,-0.03,-0.01,-0.0,30.699999999999996,0.550705,-8.735968497095254,-1639.8195977117994,9.992452151499151,0.03162277660168379,-0.5563767876556469,-2.960853423597067
