timestamp_us,ecg,leads,ir,red,accX,accY,accZ,gyroX,gyroY,gyroZ,temp,time_sec,ecg_filtered,ppg_filtered,accel_magnitude,gyro_magnitude,ecg_norm,ppg_norm
1950960,1870.5,1,206888,257461,1.32,-0.25,9.870000000000001,-0.03,-0.01,0.0,32.709999999999994,0.030472,-6.648910327029573,-56.9532904954031,9.961014004608167,0.03162277660168379,-0.29177030580470825,-0.09490914916229345
1991180,1870.5,1,206888,257861,1.35,-0.26,9.91,-0.03,-0.01,0.0,32.709999999999994,0.070692,-20.14467197883474,-42.56374826301427,10.004908795186491,0.03162277660168379,-0.8835657804499453,-0.0713939236282704
2031175,1870.5,1,206888,258174,1.32,-0.27,9.95,-0.03,-0.01,0.0,32.709999999999994,0.110687,-29.110145945108382,-27.372439763064634,10.040806740496501,0.03162277660168379,-1.2767060164869932,-0.04656846081895536
2071174,1870.5,1,206888,258771,1.32,-0.23,9.92,-0.03,-0.01,0.0,32.709999999999994,0.150686,-47.45885311879637,-11.589667986835307,10.01007991976088,0.03162277660168379,-2.0813054271120843,-0.02077643548025677
2111172,1870.5,1,206888,258806,1.32,-0.22,9.94,-0.03,-0.01,0.0,32.709999999999994,0.190684,-49.815759438802594,5.3110851473751755,10.029675966849577,0.03162277660168379,-2.1846568740573464,0.006842582222145097
2151175,1870.5,1,206888,258549,1.32,-0.24,9.92,-0.03,-0.01,0.0,32.709999999999994,0.230687,-73.52369142068747,24.29474977145268,10.010314680368445,0.03162277660168379,-3.2242608046884045,0.03786547008668343
2191172,1870.5,1,206888,258734,1.32,-0.23,9.93,-0.03,-0.01,0.0,32.709999999999994,0.270684,-70.75259025223347,45.879326591694195,10.01999001995511,0.03162277660168379,-3.1027467194825618,0.07313873895009212
2231174,1989.0,1,206888,258625,1.32,-0.24,9.9,-0.03,-0.01,0.0,32.709999999999994,0.310686,23.99208293906974,69.17814181033219,9.990495483208027,0.03162277660168379,1.051851612050316,0.11121339662117546
2271191,2042.5,1,206888,255987,1.32,-0.23,9.9,-0.03,-0.01,0.0,32.709999999999994,0.350703,78.35437980610122,91.86175663016807,9.990260256870188,0.03162277660168379,3.435663812299643,0.1482827008284154
2311195,2042.5,1,206888,252863,1.32,-0.24,9.91,-0.03,-0.01,0.0,32.709999999999994,0.390707,62.12339138483984,111.71103914135074,10.000404991799082,0.03162277660168379,2.723927361660941,0.1807201715554819
