timestamp_us,ecg,leads,ir,red,accX,accY,accZ,gyroX,gyroY,gyroZ,temp,time_sec,ecg_filtered,ppg_filtered,accel_magnitude,gyro_magnitude,ecg_norm,ppg_norm
1949966,1680.0,1,197933.0,240322,-0.5,-1.07,9.78,-0.28,0.02,0.06,28.27,0.030471,18.996318953459163,-4.171542634221585,9.85105578098104,0.2870540018881465,0.16193892245613975,-0.006225810276565828
1990184,1637.0,1,197738.0,240293,-1.23,-1.81,10.26,0.14,-0.18,0.12,28.27,0.070689,-22.475639858392015,115.40861701101146,10.490786433818963,0.25768197453450253,-0.18842050791665482,0.08212458469067332
2030180,1614.125,1,198107.0,240980,0.14,-0.69,9.55,0.32,-0.03,-0.09,28.27,0.110685,-45.38068827370581,240.22115973538206,9.575917710590458,0.33376638536557274,-0.3819247441611548,0.17434086437518656
2070179,1614.125,1,197979.0,240845,-0.32,-1.05,9.97,-0.05,0.04,-0.02,28.27,0.150684,-43.219013560326246,363.5167527967567,10.030244264224077,0.0670820393249937,-0.3636626908863886,0.26543636363702156
2110196,1614.125,1,198089.0,241392,-0.64,-0.77,10.08,-0.08,-0.04,0.02,28.27,0.190701,-44.85960335789856,475.8024387758569,10.129605125571283,0.0916515138991168,-0.37752256448340316,0.34839732250221034
2150199,1614.125,1,198029.0,241971,-1.04,-1.48,10.23,0.03,-0.08,0.04,28.27,0.230704,-44.14119908137937,587.7893818432756,10.388690966623274,0.09433981132056604,-0.37145341028114937,0.43113755867963033
2190180,1614.125,1,198186.0,242648,-0.55,-1.21,9.64,0.05,-0.14,-0.03,28.27,0.270685,-44.86963668373693,737.5667183337207,9.731197254192313,0.15165750888103102,-0.37760732706578864,0.5417987827098613
2230200,1614.125,1,198261.0,243389,-0.91,-0.73,10.1,-0.14,0.05,0.04,28.27,0.310705,-50.00694584007626,960.9993051896399,10.167152993832639,0.15394804318340652,-0.42100785024410653,0.7068793224569024
2270177,1614.125,1,198406.0,243904,-0.8,-0.82,9.61,-0.11,0.05,0.02,28.27,0.350682,-46.459960037752914,1238.2065702593604,9.678042157378732,0.1224744871391589,-0.3910425445087219,0.9116906509361272
2310180,1614.125,1,198202.0,244452,-1.31,-1.55,10.23,-0.07,-0.04,0.01,28.27,0.390685,-59.384465986665184,1462.400855041661,10.42935760246047,0.08124038404635961,-0.5002301177953904,1.077333962240266
2350204,1614.125,1,198587.0,245227,-0.88,-0.85,9.64,0.05,-0.0,-0.01,28.27,0.430709,-54.59412312142627,1478.3960144773118,9.7173298801677,0.050990195135927854,-0.45976080200614255,1.0891517977231444
2390200,1654.0,1,198475.0,244716,-0.98,-1.27,9.51,-0.05,0.11,0.03,28.27,0.470705,-27.702897225801053,1187.4529087351311,9.644345493604012,0.12449899597988733,-0.23258092295675828,0.8741919048648513
2430180,1705.0,1,197478.0,239415,-0.59,-0.91,9.59,-0.04,-0.1,-0.09,28.27,0.510685,16.574085396432793,642.2016255104847,9.651129467580464,0.14035668847618202,0.14147564091403153,0.47133940515076633
2470214,1759.0,1,196253.0,237723,-0.81,-0.88,9.53,0.06,-0.09,-0.09,28.27,0.550719,71.16665811397561,39.30328466583972,9.604759236961643,0.1407124727947029,0.6026793850313183,0.025895054710471724
2510196,1744.0,1,196138.0,237429,-0.72,-1.29,9.16,0.01,0.07,0.0,28.27,0.590701,27.47603815491497,-399.5571318098494,9.278367313272309,0.07071067811865477,0.23357647405146773,-0.29835180401714895
2550170,1693.0,1,196214.0,237331,-0.53,-0.93,9.64,-0.09,-0.03,-0.07,28.27,0.630675,-7.503686641504555,-561.685366394264,9.699247393483683,0.11789826122551596,-0.061935886719118635,-0.41813834388605803
2590213,1743.0,1,195887.0,237188,-1.08,-1.57,9.97,-0.05,-0.07,-0.04,28.27,0.670718,0.8099239540349346,-485.7684627858861,10.150477821265362,0.09486832980505139,0.008298362061097806,-0.3620480322625496
2630214,1683.0,1,196031.0,237128,-0.54,-0.76,9.26,-0.05,-0.11,-0.09,28.27,0.710719,-46.00337837601619,-299.29582759690595,9.306814707514059,0.15066519173319362,-0.38718529504407806,-0.22427491824091225
2668213,1754.0,1,195972.0,237519,-0.44,-1.21,10.08,-0.27,0.12,-0.08,28.27,0.748718,-8.043392816526856,-124.12265855585545,10.161894508407377,0.30610455730027936,-0.06649538073548175,-0.09485028192703422
2708200,1765.0,1,196146.0,236953,-0.77,-1.27,9.7,0.03,0.05,0.0,28.27,0.788705,-2.7264798761197038,-23.37977654915666,9.813042341700152,0.05830951894845301,-0.021577546070521078,-0.02041758806012462
2748167,1706.0,1,195839.0,236986,-0.63,-1.6,10.26,0.0,-0.1,-0.01,28.27,0.828672,-82.44019700517556,-5.046432897213432,10.403100499370368,0.1004987562112089,-0.695007336376282,-0.006872212660687438
2788200,1709.0,1,195956.0,236521,-0.91,-1.39,10.22,0.14,-0.1,-0.02,28.27,0.868705,-91.69152867643288,-51.10137566876472,10.354158584839233,0.17320508075688776,-0.7731635505362281,-0.040899365627633306
2828200,1680.0,1,195696.0,236514,-0.46,-1.74,10.03,0.03,-0.05,-0.05,28.27,0.908705,-152.4963030370732,-138.36259258657302,10.190196268963614,0.07681145747868609,-1.2868486215884418,-0.10537128975687683
2868200,1674.0,1,195594.0,236022,-0.69,-1.28,10.12,0.05,-0.05,-0.07,28.27,0.948705,-149.9928963234092,-243.48489751697892,10.223937597618638,0.099498743710662,-1.2656995807589522,-0.1830396687590632
2908200,1843.0,1,195178.0,235710,-0.7,-1.39,10.29,-0.09,0.02,0.04,28.27,0.988705,-43.685375096674036,-346.0297763696481,10.407026472532872,0.1004987562112089,-0.3676025617510341,-0.2588037468082948
2948179,1806.0,1,195087.0,235461,-0.64,-1.77,10.33,0.06,-0.07,-0.07,28.27,1.028684,-43.9254553987901,-437.84203720223684,10.500066666455028,0.11575836902790226,-0.36963078516519016,-0.32663815622420295
2988886,1899.0,1,194838.0,235301,-0.85,-1.1,10.65,0.04,-0.03,0.02,27.23,1.069391,-36.65511587744576,-526.0104880146274,10.740344500992508,0.05385164807134504,-0.3082101991525731,-0.3917803794494822
3029180,1889.0,1,195054.0,234589,-0.54,-1.47,10.28,0.04,0.03,-0.05,27.23,1.109685,1.700423272290309,-613.8337489783967,10.398600867424424,0.07071067811865477,0.01582139311219342,-0.4566675632137434
3069180,1946.0,1,194573.0,233299,-0.72,-1.04,10.31,-0.13,0.02,0.06,27.23,1.149685,-29.16905582821363,-670.9262706187658,10.387304751474273,0.14456832294800961,-0.2449671836373281,-0.49884970155146674
3109179,1875.0,1,194563.0,233347,-0.99,-1.55,10.25,-0.09,0.08,0.09,27.23,1.189684,-56.545694100096036,-628.5860263647672,10.413697710227622,0.15033296378372907,-0.4762478770324474,-0.4675671099079351
3149200,1999.0,1,194799.0,234033,-0.44,-1.23,10.13,-0.01,0.05,-0.01,27.23,1.229705,-11.53084854939162,-423.0276251361675,10.213882709332433,0.05196152422706632,-0.09595777023968023,-0.3156927020524763
3189200,2004.0,1,195074.0,234559,-0.78,-1.08,9.73,-0.07,0.07,0.02,27.23,1.269705,28.90618516487148,-64.56343068243308,9.820778991505716,0.10099504938362078,0.24565850504573394,-0.05084564669179071
3229177,2027.0,1,195316.0,235201,-0.54,-1.91,9.67,0.01,0.09,-0.05,27.23,1.309682,-16.333350925370496,321.4227395638441,9.871605745774088,0.10344080432788601,-0.13652981084295948,0.23433569688831082
3269180,2054.0,1,195510.0,235354,-0.54,-0.7,9.48,-0.07,-0.02,-0.0,27.23,1.349685,35.74299262816713,527.5536180811163,9.521134386195795,0.07280109889280519,0.30341656704796166,0.38663307285749393
3309213,2232.0,1,195214.0,234929,-0.88,-1.44,9.33,-0.24,-0.01,0.04,27.23,1.389718,165.00542416588888,374.76411859302493,9.481397576306987,0.2435159132377184,1.3954390607917777,0.27374634761253575
3349238,2163.0,1,194836.0,234094,-1.28,-1.53,9.71,0.17,-0.05,0.07,27.23,1.429743,97.00159889174772,-151.98793941736352,9.912789718338628,0.19052558883257653,0.8209356573159186,-0.1154382170601801
3389179,2009.0,1,194221.0,233135,-1.16,-2.38,10.89,0.44,0.21,0.01,27.23,1.469684,-67.82819623940566,-833.6627523493358,11.2072342707735,0.48764741360946434,-0.5715636310010965,-0.6190856376727305
3429171,2031.0,1,193585.0,232392,-1.3,-1.91,11.4,0.44,0.27,-0.18,27.23,1.509676,-84.2490660806577,-1291.8783705661613,11.631771146304418,0.5467174773134658,-0.7102888508516431,-0.9576328596342963
3469179,2129.0,1,193147.0,232063,-0.93,-0.65,11.71,0.42,0.18,-0.265,27.23,1.549684,48.89493704940569,-1203.4993447435797,11.76484169039261,0.5282281703960893,0.4145255642531533,-0.8923350555386135
3509179,2259.125,1,194009.0,233921,-1.7,-0.13,10.92,-0.18,0.13,0.02,27.23,1.589684,106.89575723793634,-530.6631220838449,11.052298403499607,0.22293496809607952,0.9045225382229828,-0.3952179234272869
3549199,2129.0,1,195082.0,235964,-1.02,-0.51,10.13,-0.52,-0.02,0.13,27.23,1.629704,38.83796819176126,411.6048287822679,10.193988424556897,0.5363767332761555,0.3295632431767171,0.3009656731741483
3589200,2207.0,1,196090.0,238429,-1.35,-0.88,8.76,-0.52,-0.16,0.12,27.23,1.669705,41.84168716064556,1133.6556176868983,8.906991635788147,0.5571355310873648,0.35493897408233155,0.8344444089058227
3629199,2195.0,1,195946.0,239317,-2.02,-0.43,8.93,-0.46,-0.18,0.255,27.23,1.709704,83.67501077599192,1285.8739292361972,9.165707828640404,0.5559001708940194,0.7083512519775627,0.9469091186580557
3669200,2259.125,1,195515.0,234132,-1.11,-1.26,8.25,-0.11,-0.14,-0.03,27.23,1.749705,102.32541472490199,876.7885575300971,8.41915672736884,0.18055470085267789,0.8659118083382468,0.6446612016726515
3709213,2259.125,1,194046.0,233036,-1.3,-0.67,8.81,0.06,-0.04,-0.04,27.23,1.789718,125.77089306283638,233.29236437153892,8.930565491613619,0.0824621125123532,1.0639816528942514,0.16922160538725026
3749199,2259.125,1,194292.0,233149,-0.72,-0.79,8.69,0.11,0.14,-0.1,27.23,1.829704,117.92484229943646,-247.6990160309758,8.755489706464168,0.2042057785666214,0.9976973983064195,-0.18615322067482384
3789180,2259.125,1,194095.0,233041,-0.79,-0.71,9.14,0.04,0.08,0.06,27.23,1.869685,116.99947346041571,-349.20150275030494,9.201510745524347,0.10770329614269007,0.9898797859096933,-0.26114713955246244
3829171,2259.125,1,194514.0,233621,-0.64,-1.03,9.59,0.12,0.06,-0.13,27.23,1.909676,129.30007793756832,-111.38912585528502,9.666364363089155,0.18681541692269404,1.0937965745380784,-0.08544226100816851
3869180,2259.125,1,194445.0,233847,-0.74,-0.66,9.54,0.17,0.08,-0.04,27.23,1.949685,127.22114489545271,269.25898203877404,9.591391974056737,0.19209372712298547,1.0762335315257319,0.19579511796628765
3909179,2259.125,1,194773.0,234430,-0.5,-0.61,10.4,-0.06,0.19,-0.13,27.23,1.989684,135.20194798641498,593.0342238194323,10.42986577094835,0.23790754506740638,1.143656187821097,0.4350126485064792
3949197,2187.0,1,194724.0,234499,-0.85,-0.69,9.87,-0.09,0.07,-0.04,27.23,2.029702,79.21629571165765,746.1363110822713,9.930533721809718,0.12083045973594572,0.670683562413588,0.5481303255534989
3989886,2054.0,1,194734.0,234741,-0.84,-0.24,10.27,-0.27,-0.05,0.14,27.81,2.070391,-61.763777537132356,707.0065940797815,10.307089792953198,0.3082207001484488,-0.520330789752628,0.5192197942213552
4028202,1997.0,1,194779.0,234460,-1.23,-0.83,10.26,-0.1,0.04,0.15,27.81,2.108707,-85.25579965671625,518.7601762028781,10.36674490860077,0.1846618531261939,-0.7187938410269382,0.3801361417163356
4068213,2095.0,1,194277.0,233963,-1.18,-0.78,10.07,-0.03,-0.16,0.07,27.81,2.148718,1.4429883137261204,264.6723629287308,10.16885932639448,0.17720045146669353,0.013646555751609946,0.19240634836488532
4108199,2066.0,1,193853.0,234207,-0.99,-0.44,9.26,-0.23,-0.16,0.03,27.81,2.188704,-2.0472651674212523,39.310209089608996,9.32315933576167,0.28178005607210743,-0.015839469421669614,0.025900170739558415
4148199,2006.0,1,193581.0,234708,-0.93,-0.86,9.71,-0.48,-0.1,0.07,27.81,2.228704,-44.881563426165876,-98.54971535423847,9.792272463529597,0.49527769988159165,-0.3777080854288688,-0.07595601352129956
4188217,2022.0,1,193469.0,235448,-1.1,-0.73,9.52,-0.42,-0.24,0.05,27.81,2.268722,-45.59249426245705,-167.0440107844813,9.611102954396024,0.48631265663151313,-0.38371410322917227,-0.12656221836513087
4228200,1930.0,1,193366.0,236447,-1.09,-0.47,9.15,-0.42,-0.29000000000000004,0.08,27.81,2.308705,-65.0352854693547,-249.28679277714332,9.226673289978356,0.5166236541235796,-0.5479688297302805,-0.18732633085514036
