pat_mean_ms,pat_std_ms,heart_rate_bpm,sdnn,rmssd,ppg_amplitude,pulse_width_ms,accel_motion,gyro_motion,temperature
200.49874999999986,49.39725962224519,102.84524806959469,100.38657760358208,135.8729811726747,1370.1000553100157,204.19028,10.007870646300194,0.03162277660168371,31.599261744966437
216.6011999999999,32.20047476917058,115.51794975662295,44.18849353576098,60.68167765891091,1317.1204269423738,181.78992999999997,10.007653076003985,0.03162277660168371,31.429328859060398
220.50149999999968,19.501500000000064,107.19741296910038,64.14712715313158,104.38148786861929,1955.0910046824224,195.90024999999991,10.010045247162083,0.03162277660168371,31.298322147651007
180.49699999999902,20.497999999999905,121.53982860183302,18.62516223344787,27.587587906521822,2219.356301222484,172.78286666666637,10.009940165527935,0.03162277660168371,31.216174496644303
186.66400000000036,37.71424728136683,88.32149416415734,57.51642279287626,86.98347549391319,2783.68355062893,237.76771666666647,10.00698257335902,0.03162277660168371,30.98597315436241
200.3403333333343,33.07797356079889,72.61015767699124,99.06827950571328,202.7893340809607,2837.2765685313652,289.21573333333356,10.007898350662423,0.03162277660168371,31.142617449664428
200.2625000000009,28.64668262207714,95.3515332923851,60.38552604101444,107.84462596563064,2781.0901373514944,220.2376750000001,10.007754307799269,0.03162277660168371,31.17912751677853
240.01449999999735,39.98549999999668,109.14061768132561,32.19119841276418,55.39323067547564,3239.2152090980617,192.41232500000027,10.004949757297425,0.03162277660168371,31.081946308724827
180.48549999999963,20.515499999998354,70.25758381827343,115.0862517167956,141.84760132620897,4024.963390655546,298.90011666666607,10.007790990098865,0.03162277660168371,30.666107382550337
240.33333333333454,32.66326512902288,102.33110251529872,48.99984128545956,61.985433813118796,3035.042173618699,205.21619999999956,10.00856686717007,0.03162277660168371,30.80315436241611
140.00000000000057,19.99999999999602,109.14046878559843,52.111924021163745,52.43701619085464,2509.559533225405,192.4125875000002,10.008690657412929,0.03162277660168371,30.815234899328853
