pat_mean_ms,pat_std_ms,heart_rate_bpm,sdnn,rmssd,ppg_amplitude,pulse_width_ms,accel_motion,gyro_motion,temperature
180.00750000000005,20.010499999999993,71.55690533081057,39.472500000000025,78.94500000000005,5654.303359030883,293.4727249999999,9.976413191528108,0.06321368348034699,28.208066666666678
186.43366666666654,38.584280126611894,91.483970636085,92.88636833809383,100.65384180199031,1276.7162909342694,229.54840999999996,9.966495499640146,0.05903525635751497,27.722400000000004
149.5557499999993,17.11921039906643,103.14569539586265,92.05960911533991,121.61466562723871,1494.114794077592,203.5955055555556,9.933521937705887,0.05859362985900172,27.68333333333334
139.96499999999833,20.035999999999277,104.77363220205956,81.882123876169,134.38218461239762,1494.114794077592,200.4321083333331,9.9633599470405,0.0592614077192577,27.622666666666678
159.74699999999942,40.2535842938229,93.84147711177047,60.50101581882164,96.398016700848,1195.4584017230018,223.78164375,9.976047023651677,0.05479844120484762,27.385466666666666
213.66799999999841,19.330886287666043,98.40183125807985,71.16404626064582,117.29326291678554,1602.1146153062568,213.4106624999997,9.967142694205943,0.054650659677153504,27.347599999999996
213.9046666666668,37.632721491924286,77.65274726791753,176.75017773085452,233.8201697163863,2288.268291057693,270.4347333333332,9.9607333869547,0.05601443478790799,27.27853333333333
120.01649999999842,39.99950000000041,95.84669640399176,72.05070266061988,107.7810258385048,2288.268291057693,219.09988333333317,9.967048552225997,0.05339029240766484,27.288666666666668
226.6666666666666,18.842040465109683,86.28023475126243,108.29134359051696,152.48717373683843,1217.8279619472337,243.39294000000078,9.954353740866734,0.052156337274828296,27.230799999999995
259.4905000000018,19.510499999999098,88.31246362630395,43.62421926590509,76.78565324980269,1197.0146229150375,237.7920300000002,9.971700033916546,0.05701716903030859,27.274666666666658
