pat_mean_ms,pat_std_ms,heart_rate_bpm,sdnn,rmssd,ppg_amplitude,pulse_width_ms,accel_motion,gyro_motion,temperature
200.4839999999959,40.4839999999993,74.95160936720225,39.5134999999982,79.0269999999964,2771.424787707281,280.18077500000015,9.986899644664234,0.03681391480274447,32.264630872483224
